,date,temperature_2m,precipitation,wind_speed_10m
231,2008-10-26 15:00:00+00:00,19.8745,0.0,1.484318
232,2008-10-26 16:00:00+00:00,18.674501,0.0,2.4149535
233,2008-10-26 17:00:00+00:00,18.3745,0.0,3.8939953
234,2008-10-26 18:00:00+00:00,17.6245,0.0,4.3498964
235,2008-10-26 19:00:00+00:00,16.4745,0.0,2.9024127
236,2008-10-26 20:00:00+00:00,16.0245,0.0,0.0
237,2008-10-26 21:00:00+00:00,15.5245,0.0,0.8049845
238,2008-10-26 22:00:00+00:00,15.0245,0.0,0.8049845
239,2008-10-26 23:00:00+00:00,14.5245,0.0,0.5091169
240,2008-10-27 00:00:00+00:00,13.9244995,0.0,1.1384199
241,2008-10-27 01:00:00+00:00,13.3245,0.0,1.609969
242,2008-10-27 02:00:00+00:00,12.9745,0.0,1.8
243,2008-10-27 03:00:00+00:00,12.5245,0.0,1.835647
244,2008-10-27 04:00:00+00:00,11.874499,0.0,3.219938
245,2008-10-27 05:00:00+00:00,10.4745,0.0,2.8116899
246,2008-10-27 06:00:00+00:00,9.9745,0.0,4.072935
247,2008-10-27 07:00:00+00:00,11.0245,0.0,4.1046314
248,2008-10-27 08:00:00+00:00,13.0245,0.0,6.0347
249,2008-10-27 09:00:00+00:00,14.624499,0.0,7.5942073
250,2008-10-27 10:00:00+00:00,16.074501,0.1,7.5599995
251,2008-10-27 11:00:00+00:00,17.4745,0.1,9.107359
252,2008-10-27 12:00:00+00:00,18.324501,0.2,11.435313
253,2008-10-27 13:00:00+00:00,18.7245,0.0,11.298495
254,2008-10-27 14:00:00+00:00,18.424501,0.2,11.885453
255,2008-10-27 15:00:00+00:00,17.8745,0.0,8.534353
256,2008-10-27 16:00:00+00:00,16.924501,0.0,6.0347
257,2008-10-27 17:00:00+00:00,15.874499,0.0,5.4477882
258,2008-10-27 18:00:00+00:00,15.124499,0.3,5.8048253
259,2008-10-27 19:00:00+00:00,14.4745,0.2,6.519877
260,2008-10-27 20:00:00+00:00,13.874499,0.0,7.172949
261,2008-10-27 21:00:00+00:00,13.4244995,0.2,8.427383
262,2008-10-27 22:00:00+00:00,13.7245,0.2,6.4799995
263,2008-10-27 23:00:00+00:00,13.9244995,0.3,6.519877
